source,name,alias,isni,type,lat,lon,country,alpha2
http://www.wikidata.org/entity/Q306557,Austrian Archaeological Institute,ÖAI; ÖJh; Institut archéologique autrichien; Institut Archéologique Autrichien; Institut archéologique autrichien au Caire; Osterreichisches Archaologisches Institut,,research_institute,48.23344444,16.34886111,Austria,AT
http://www.wikidata.org/entity/Q306647,Austrian Institute of Economic Research,Österreichisches Institut für Wirtschaftsforschung,,research_institute,48.18157875,16.38993831,Austria,AT
http://www.wikidata.org/entity/Q4483567,B Verkin Institute for Low Temperature Physics and Engineering,Институт низких температур; Физико-технический институт низких температур им. Б. И. Веркина НАН Украины; Физико-технический институт низких температур имени Б.И. Веркина НАН Украины; Физико-технический институт низких температур НАН Украины имени Б.И. Веркина; ФТИНТ; Фізико-технічний інститут низьких температур Академії наук УРСР; ФТІНТ,,research_institute,50.0396,36.2202,Ukraine,UA
http://www.wikidata.org/entity/Q316122,BESSY,Berliner Elektronenspeicherring-Gesellschaft für Synchrotronstrahlung m.b.H.; BESSY; BESSY II,,research_institute,52.4278,13.5325,Germany,DE
http://www.wikidata.org/entity/Q4853480,Bamfield Marine Sciences Centre,,,research_institute,48.835262,-125.1355,Canada,CA
http://www.wikidata.org/entity/Q4855062,Bangalore Medical College and Research Institute,,,research_institute,12.95938333,77.57474167,India,IN
http://www.wikidata.org/entity/Q4880478,Begin-Sadat Center for Strategic Studies,"בס""א; מרכז בגין סאדאת למחקרים אסטרטגיים",,research_institute,32.06777778,34.8425,Israel,IL
http://www.wikidata.org/entity/Q815543,Belgian Institute for Space Aeronomy,IASB; معهد بليكا للعلوم الفضائية والطيرانية; Belgisch Instituut voor Ruimte-Aeronomie; Belgisch Instituut voor Ruimte-Aëronomie; Belgische Raumfahrtagentur; Belgische Raumfahrtbehörde; BIRA; BIRA-IASB; Institut d'Aeronomie Spatiale de Belgique; Institut d’Aéronomie Spatiale de Belgique; Institut d'Aéronomie Spatiale de Belgique; Belgisch Instituut voor Ruimte-aëronomie; BIRA,,research_institute,50.796785,4.356998,Belgium,BE
http://www.wikidata.org/entity/Q4891976,Berkeley APEC Study Center,,,research_institute,37.87,-122.258,United States,US
http://www.wikidata.org/entity/Q617048,Bernhard Nocht Institute for Tropical Medicine,,,research_institute,53.54694444,9.965,Germany,DE
http://www.wikidata.org/entity/Q4898640,Bettis Atomic Power Laboratory,貝蒂斯原子動力研究所,0000 0001 0739 9825,research_institute,40.3574,-79.8994,United States,US
http://www.wikidata.org/entity/Q856649,Biblical Archaeological Institute,,,research_institute,51.24,7.16444444,Germany,DE
http://www.wikidata.org/entity/Q12525604,Bijvoet Center for Biomolecular Research,,,research_institute,52.08551,5.16896,Netherlands,NL
http://www.wikidata.org/entity/Q4914753,Biodesign Institute,,,research_institute,33.4194,-111.928,United States,US
http://www.wikidata.org/entity/Q1792422,Bioforsk,Norwegian Institute for Agricultural and Environmental Research; Bioforsk Midt-Norge; Norsk institutt for planteforskning; Planteforsk,,research_institute,59.66777778,10.76583333,Norway,NO
http://www.wikidata.org/entity/Q864511,Biologic Station Witten,Naturschutzgruppe Witten,,research_institute,51.4451,7.3787,Germany,DE
http://www.wikidata.org/entity/Q4914963,Biological Research Centre,,,research_institute,46.245533,20.165215,Hungary,HU
http://www.wikidata.org/entity/Q2802656,Biomedical Primate Research Centre,,,research_institute,52.0288,4.3404,Netherlands,NL
http://www.wikidata.org/entity/Q662149,Biopolis,,,research_institute,1.3025,103.79166666667,Singapore,SG
http://www.wikidata.org/entity/Q12074698,Bogomoletz Institute of Physiology,Інститут клінічної фізіології АН УРСР; Інститут фізіології ім. О. О. Богомольця; Інститут фізіології ім. О.О.Богомольця НАНУ; Інститут фізіології імені О. О. Богомольця Академії наук УРСР,,research_institute,50.44047222,30.53089167,Ukraine,UA
http://www.wikidata.org/entity/Q588929,British School at Rome,,,research_institute,41.918297,12.481187,Vatican,VA
http://www.wikidata.org/entity/Q4971893,Broad Institute,博大研究所; 博德研究所; 博爾研究中心; 布洛德研究所,,research_institute,42.3679,-71.087,United States,US
http://www.wikidata.org/entity/Q4982877,Buck Institute for Research on Aging,,,research_institute,38.1339,-122.57,United States,US
http://www.wikidata.org/entity/Q1063329,Budker Institute of Nuclear Physics,Institut Budker; Institut de physique nucleaire Budker; Институт ядерной физики им. Будкера; Институт ядерной физики им. Г. И. Будкера Сибирского отделения РАН; Институт ядерной физики им. Г. И. Будкера СО РАН; Институт ядерной физики им. Г.И. Будкера СО РАН; ИЯФ АН СССР; ИЯФ СО РАН,,research_institute,54.85,83.114,Russia,RU
http://www.wikidata.org/entity/Q4986494,Building Research Establishment,,,research_institute,51.7001,-0.3737,United Kingdom,GB
http://www.wikidata.org/entity/Q11486777,Building Research Institute,,,research_institute,36.131861,140.074167,Japan,JP
http://www.wikidata.org/entity/Q1005540,Bundesanstalt für Materialforschung und -prüfung,BAM-Nummer; Bundesanstalt für Materialforschung; Bundesanstalt für Materialprüfung; Chemisch-Technische Reichsanstalt; Königliches Materialprüfungsamt; 連邦素材研究・試験研究所; Федеральный институт исследования и тестирования материалов (Германия),0000 0001 2200 7906,research_institute,52.4419,13.2872,Germany,DE
http://www.wikidata.org/entity/Q1005982,Bundesforschungsanstalt für Forst- und Holzwirtschaft,Institut für Holztechnologie und Holzbiologie,,research_institute,53.50416667,10.20016667,Germany,DE
http://www.wikidata.org/entity/Q2931224,CEA Grenoble,CENG,,research_institute,45.201045,5.70154,France,FR
http://www.wikidata.org/entity/Q5010350,CERETETH,,,research_institute,39.3711,22.8743,Greece,GR
http://www.wikidata.org/entity/Q42944,CERN,CERN; المنظمة الأوروبية للأبحاث النووية; المنظمة الأوروبية للبحث النووي; سيرن; Эўрапейская арганізацыя па ядзерных дасьледваньнях; ЦЕРН; CASTOR at CERN; Centre Europeen pour la Recherche Nucleaire; Centre Européen pour la Recherche Nucléaire; Cern; Conseil European Pour La Recherche Nucleaire; Conseil Europeen pour la Recherche Nucleaire; Conseil Européen pour la Recherche Nucléaire; Cristoforo Benvenuti; European Center for Nuclear Research; European Centre for Nuclear Research; European Council for Nuclear Research; European laboratory for particle physics; European Organisation for Nuclear Research; European Organization for Nuclear Research; OERN; Organisation Europeenne pour la Recherche Nucleaire; Organisation Européenne pour la Recherche Nucléaire; Solar-Club/CERN-Geneva-Switzerland; সার্ন; Brže od svjetlosti; CERN; Consell Europeu per a la Recerca Nuclear; CERN; Centre Européenne pour la Recherche Nucléaire; Conseil Europeen pour la Recherche Nucleaire; Conseil Européen pour la Recherche Nucléaire; Europäische Organisation für Kernforschung; Europäisches Kernforschungslabor; Europäisches Labor für Teilchenphysik; European Organization for Nuclear Research; Organisation Européenne pour la Recherche Nucléaire; European Organization for Nuclear Research; Eŭropa Organizaĵo por Nuklea Esploro; Eŭropea Organizaĵo por Nuklea Esploro; CEIN; Centro Europeo de Investigación Nuclear; Centro Europeo para la Investigacion Nuclear; Centro Europeo para la Investigación Nuclear; CERN; Consejo Europea para la Investigacion Nuclear; Consejo Europea para la Investigación Nuclear; Consejo Europeo para la Investigacion Nuclear; Consejo Europeo para la Investigación Nuclear; Laboratorio Europeo de Fisica de Particulas; Laboratorio Europeo de Fisica de Partículas; Laboratorio Europeo de Física de Partículas; Organizacion Europea para la Investigacion Nuclear; Organizacion Europea para la Investigación Nuclear; CERN; سازمان اروپایی پژوهش هسته ای; سازمان اروپایی پژوهش هسته‌ای; سی‌ای‌آران; Centre Européen De Recherches Nucléaires; Centre européen pour la recherche nucléaire; Conseil européen pour la recherche nucléaire; Organisation europeenne pour la recherche nucleaire; Organisation européenne pour la recherche nucléaire; CERN; המכון האירופי למחקר גרעיני; צרן; Európai Atomenergia-kutató Szervezet; Európai Nukleáris Kutatási Szervezet; Európai Nukleáris Kutatóintézet; Organisasi Penelitian Nuklir Eropa; Organisation europeenne pour la recherche nucleaire; Organisation européenne pour la recherche nucléaire; Centro europeo di ricerca nucleare; Conseil européen pour la recherche nucléaire; CERN; ヨーロッパ合同原子核研究機構; ヨーロッパ素粒子物理学研究所; 欧州原子核共同研究所; 欧州合同原子核研究所; 欧州合同原子核研究機構; 欧州合同原子核研究機関; 欧州合同素粒子原子核研究機構; 欧州素粒子原子核研究機構; CERN; ცერნი; CERN; 세른; 유럽입자물리연구소; European Organization for Nuclear Research; Europos branduolinių mokslinių tyrimų organizacija; Conseil Européen pour la Recherche Nucléaire; Eiropas kodolpētījumu organizācija; European Organization for Nuclear Research; Organisation Européenne pour la Recherche Nucléaire; CERN; CERN; European Organization for Nuclear Research; സേൺ; युरोपीय अणुकेंद्रिय संशोधन संस्था; सर्न; Den europeiske organisasjon for kjernefysisk forskning; Centre Europeen pour la Recherche Nucleaire; Centre Européen pour la Recherche Nucléaire; Conseil Europeen pour la Recherche Nucléaire; Conseil Européen pour la Recherche Nucléaire; Europejska Organizacja Badań Jądrowych; Cern; Organização Européia de Pesquisa Nuclear; Organização Europeia para a Investigação Nuclear; Organização europeia para investigação nuclear; Centrul European de Cercetări Nucleare; CERN; Европейская организация по ядерным исследованиям; Европейская организация ядерных исследований; Европейский центр ядерных исследований; Cern; Conseil Européen pour la Recherche Nucléaire; European Organization for Nuclear Research; Európska organizácia jadrového výskumu; Európske laboratórium časticovej fyziky; Európske laboratórium pre časticovú fyziku; Organisation Européenne pour la Recherche Nucléaire; CERN; Evropska organizacija za raziskavo jedrske fizike; European Organization for Nuclear Research; Evropska organizacija za nuklearno istraživanje; OERN; செர்ன்; CERN; Conseil Européen pour la Recherche Nucléaire; European Organization for Nuclear Research; Organisation Européenne pour la Recherche Nucléaire; ซีอีอาร์เอ็น; เซิร์น; องค์กรวิจัยนิวเคลียร์แห่งยุโรป; CERN; ЦЕРН; Organisation Européenne pour la Recherche Nucléaire; Tổ chức Nghiên cứu Nguyên tử châu Âu; CERN; 欧洲原子能研究机构; 欧洲核子研究委员会; 欧洲粒子物理研究所; 歐洲核子研究中心; 歐洲核研究組織; 歐洲粒子物理研究中心; Европска организација за нуклеарно истражување,,research_institute,46.234166666667,6.0527777777778,Switzerland,CH
http://www.wikidata.org/entity/Q280413,CNRS,CNRS; CNRS; Centre National de la Recherche Scientifique; National Centre for Scientific Research; CNRS,,research_institute,48.8477,2.264,France,FR
http://www.wikidata.org/entity/Q16507426,CRPG,CRPG,,research_institute,48.6558,6.15472,France,FR
http://www.wikidata.org/entity/Q3648907,CRS4,Crs4,,research_institute,38.990138888889,8.9358061111111,Italy,IT
http://www.wikidata.org/entity/Q5020302,California Center for Innovative Transportation,,,research_institute,37.8677,-122.267,United States,US
http://www.wikidata.org/entity/Q5020628,California Institute for Regenerative Medicine,,,research_institute,37.777958333333,-122.392525,United States,US
http://www.wikidata.org/entity/Q5025669,Cambridge–MIT Institute,,,research_institute,52.205,0.117,United Kingdom,GB
http://www.wikidata.org/entity/Q5027528,Camp Ravenna Joint Military Training Center,Ravenna Army Ammunition Plant; Ravenna Arsenal; Ravenna Training and Logistics Site; RVAAP,,research_institute,41.203,-81.066,United States,US
http://www.wikidata.org/entity/Q5034927,Cape May Bird Observatory,,,research_institute,38.9407,-74.9619,United States,US
http://www.wikidata.org/entity/Q5038292,Carderock Division of the Naval Surface Warfare Center,,,research_institute,38.975,-77.1917,United States,US
http://www.wikidata.org/entity/Q1052187,CeNTech,,,research_institute,51.96916667,7.59277778,Germany,DE
http://www.wikidata.org/entity/Q191228,Center for Art and Media Karlsruhe,ZKM,0000 0001 2149 8563,research_institute,49.001388888889,8.3836111111111,Germany,DE
http://www.wikidata.org/entity/Q19866287,Center for Biofilm Engineering,CBE,,research_institute,45.6658,-111.046,United States,US
http://www.wikidata.org/entity/Q5059600,Center for Earth and Planetary Studies,,,research_institute,38.88833333,-77.02,United States,US
http://www.wikidata.org/entity/Q5059631,"Center for Excellence in Basic Sciences, Mumbai",,,research_institute,19.070555,72.85518,India,IN
http://www.wikidata.org/entity/Q191279,Center for Interdisciplinary Research,,,research_institute,52.0326,8.49333,Germany,DE
http://www.wikidata.org/entity/Q9186177,Center for Social and Economic Research,CASE (fundacja),,research_institute,52.2476387,20.98802757,Poland,PL
http://www.wikidata.org/entity/Q11374899,"Center for iPS Cell Research and Application, Kyoto University",CiRA; IPS細胞研究センター; IPS細胞研究所,,research_institute,35.019917,135.774167,Japan,JP
http://www.wikidata.org/entity/Q163307,Center of Advanced European Studies and Research,Center of Advanced European Studies and Research,,research_institute,50.703888888889,7.1511111111111,Germany,DE
http://www.wikidata.org/entity/Q3633045,Central Drug Research Institute,,,research_institute,26.8602,80.9309,India,IN
http://www.wikidata.org/entity/Q3595299,Central Food Technological Research Institute,Central Food Technological Research Institute; സി.എഫ്.ടി.ആർ.ഐ,,research_institute,12.317444444444,76.637169444444,India,IN
http://www.wikidata.org/entity/Q3595736,Central Institute of Medicinal and Aromatic Plants,सीमैप; Central Institute of Medicinal and Aromatic Plants; സി.ഐ.എം.എ.പി; സെൻട്രൽ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിസിനൽ അൻഡ് അരോമാറ്റിക് പ്ലാൻറ്സ്,,research_institute,26.894,80.9816,India,IN
http://www.wikidata.org/entity/Q9284426,Central Mining Institue,Головний інститут гірничої справи,,research_institute,50.2716,19.0251,Poland,PL
http://www.wikidata.org/entity/Q2944428,Central Research Institute of Electric Power Industry,CRIEPI; 電中研; CRIEPI,,research_institute,35.686278,139.764194,Japan,JP
http://www.wikidata.org/entity/Q2757630,Centre de Recerca Matemàtica,Consorci Centre de Recerca Matematica,,research_institute,41.50024,2.10888,Spain,ES
http://www.wikidata.org/entity/Q16008922,Centre for Applied Mathematics,,,research_institute,48.713,2.209,France,FR
http://www.wikidata.org/entity/Q5062371,Centre for Astrophysics of the University of Porto,Caup; CAUP,,research_institute,41.150636111111,-8.6386611111111,Portugal,PT
http://www.wikidata.org/entity/Q191269,Centre for Contemporary History,ZZF,,research_institute,52.396,13.0581,Germany,DE
http://www.wikidata.org/entity/Q11913498,Centre for Genomic Regulation,CRG; CRG,,research_institute,41.3855,2.19403,Spain,ES
http://www.wikidata.org/entity/Q191208,Centre for Historical Research in Berlin,,,research_institute,52.5754,13.4005,Germany,DE
http://www.wikidata.org/entity/Q5062458,"Centre for History and Philosophy of Science, University of Leeds",,,research_institute,53.807,-1.553,United Kingdom,GB
http://www.wikidata.org/entity/Q5062482,Centre for International Business at the University of Leeds,CIBUL; CIBUL,,research_institute,53.807894,-1.560568,United Kingdom,GB
http://www.wikidata.org/entity/Q5062518,Centre for Modern Oriental Studies,ZMO,,research_institute,52.42828,13.203413,Germany,DE
http://www.wikidata.org/entity/Q5062597,Centre for Technological Research of Crete,,,research_institute,35.318,25.102,Greece,GR
http://www.wikidata.org/entity/Q1413854,Centre for Tropical Marine Ecology,,,research_institute,53.1078,8.84597,Germany,DE
http://www.wikidata.org/entity/Q21730709,Centre nacional d'anàlisi genòmica,,,research_institute,41.387,2.115,Spain,ES
http://www.wikidata.org/entity/Q18484785,Centro de Pesquisa e Desenvolvimento em Telecomunicações,,,research_institute,-22.81666667,-47.04472222,Brazil,BR
http://www.wikidata.org/entity/Q1054410,Centrum Wiskunde & Informatica,Mathematisch Centrum; CWI; National Research Institute for Mathematics and Computer Science; Centrum voor wiskunde en informatica; Centrum voor Wiskunde en Informatica; CWI; Mathematisch centrum; Mathematisch Centrum; CWI; Математический центр Амстердама; オランダ国立情報数学研究所,,research_institute,52.356388888889,4.9519444444444,Netherlands,NL
http://www.wikidata.org/entity/Q113826,Charles Darwin Research Station,La Estación Científica Charles Darwin; La Station Charles Darwin; Station Charles Darwin; Charles Darwin Foundation,,research_institute,-0.75,-90.3167,Ecuador,EC
http://www.wikidata.org/entity/Q1067861,Chengdu Research Base of Giant Panda Breeding,成都大熊猫繁殖基地,,research_institute,30.73861111,104.14194444,China,CN
http://www.wikidata.org/entity/Q2963712,China Institute of Atomic Energy,,,research_institute,39.7425,116.04138888889,China,CN
http://www.wikidata.org/entity/Q5105606,Chr. Michelsen Institute,Christian Michelsens institutt; Christian Michelsens Institutt; Christian MIchelsens Institutt,,research_institute,60.34147222,5.35544722,Norway,NO
http://www.wikidata.org/entity/Q1089393,Chulabhorn Research Institute,Chulabhorn Research Institute,,research_institute,13.87876111,100.57732222,Thailand,TH
http://www.wikidata.org/entity/Q1095537,Clarendon Laboratory,Clarendon Laboratory; Clarendon-Laboratorium; Clarendon Laboratory,,research_institute,51.76,-1.2565,United Kingdom,GB
http://www.wikidata.org/entity/Q5139562,Cockcroft Institute,,,research_institute,53.3447,-2.63778,United Kingdom,GB
http://www.wikidata.org/entity/Q5161472,Connecticut Agricultural Experiment Station,,,research_institute,41.330733,-72.919564,United States,US
http://www.wikidata.org/entity/Q2996587,Cooperative Institute for Meteorological Satellite Studies,CIMSS; Cooperative institute for meteorological satellite studies; Cooperative Institute For Meteorological Satellite Studies,,research_institute,43.071,-89.4072,United States,US
http://www.wikidata.org/entity/Q17511184,Coriell Institute for Medical Research,,,research_institute,39.9406,-75.1149,United States,US
http://www.wikidata.org/entity/Q15212076,Crow Canyon Archaeological Center,,,research_institute,37.354454,-108.620416,United States,US
http://www.wikidata.org/entity/Q2451973,Curie Institute,Institut du Radium; Institut du Radium; Institut Curie; Curie Enstütüsü; 居里研究所（巴黎）; L'Institut Curie,,research_institute,48.843333333333,2.3441666666667,France,FR
http://www.wikidata.org/entity/Q2570097,DTU Space,Danish National Space Center; Danmarks Rumcenter; DNSC; DSRI; DTU Space; Agence spatiale danoise; Danish National Space Center; Danish National Space Center,,research_institute,55.783,12.517,Denmark,DK
http://www.wikidata.org/entity/Q5211467,Dalle Molle Institute for Artificial Intelligence Research,IDSIA,,research_institute,46.0234,8.917,Switzerland,CH
http://www.wikidata.org/entity/Q5219708,Danish Defence Research Establishment,Defence Research Establishment; FOFT,,research_institute,55.7178,12.5729,Denmark,DK
http://www.wikidata.org/entity/Q27568260,Danish Research Centre for Magnetic Resonance,DRCMR; DRCMR; DRCMR,,research_institute,55.64959,12.46582,Denmark,DK
http://www.wikidata.org/entity/Q1174438,David Florida Laboratory,,,research_institute,45.3471,-75.8863,Canada,CA
http://www.wikidata.org/entity/Q5251201,Defence Institute of Physiology and Allied Sciences,,,research_institute,28.700356,77.217429,India,IN
http://www.wikidata.org/entity/Q1205728,Deutsches Institut für Internationale Pädagogische Forschung,DIPF; Hochschule für Internationale Pädagogische Forschung,,research_institute,50.122398,8.638477,Germany,DE
http://www.wikidata.org/entity/Q5294218,Donald Danforth Plant Science Center,,,research_institute,38.6741,-90.3967,United States,US
http://www.wikidata.org/entity/Q3196104,Donostia International Physics Center,DIPC,,research_institute,43.30561111,-2.01061389,Spain,ES
http://www.wikidata.org/entity/Q4129931,Dorodnitsyn Computing Centre,ВЦ АН СССР; ВЦ РАН; Вычислительный центр АН СССР; Вычислительный центр РАН,,research_institute,55.6943,37.5652,Russia,RU
http://www.wikidata.org/entity/Q1664735,Dresden High Magnetic Field Laboratory,,,research_institute,51.0629,13.9434,Germany,DE
http://www.wikidata.org/entity/Q5307346,Drexel University College of Information Science and Technology,,,research_institute,39.9566,-75.1895,United States,US
http://www.wikidata.org/entity/Q5330414,Eastern Regional Research Center,,,research_institute,40.0828,-75.1919,United States,US
http://www.wikidata.org/entity/Q3747159,Edmund Mach Foundation,Stiftung Edmund Mach; Fondazione Edmund Mach; Centro di Ecologia Alpina; Centro di ricerca SafeCrop; Fondazione Edmund Mach - Istituto Agrario di San Michele all'Adige; Istituto agrario di San Michele all'Adige,,research_institute,46.1932,11.1355,Italy,IT
http://www.wikidata.org/entity/Q1303680,Eijkman Institute for Molecular Biology,Eijkman Institut; Geneeskundig Laboratorium; Laboratorium voor Pathologie Anatomie en Bacteriologie; Lembaga Biologi Molekuler Eijkman; Lembaga Eijkman; Institut Eijkman de biologie moleculaire; Institut eijkman de biologie moléculaire; Institut Eijkman De Biologie Moléculaire; Lembaga Biologi Molekul Eijkman; Lembaga eijkman,,research_institute,-6.19801097,106.84640765,Indonesia,ID
http://www.wikidata.org/entity/Q1341584,Energy Research Centre of the Netherlands,,,research_institute,52.786,4.678,Netherlands,NL
http://www.wikidata.org/entity/Q5377015,Energy and Environmental Research Center,,,research_institute,47.9194,-97.0614,United States,US
http://www.wikidata.org/entity/Q5377777,Engineer Research and Development Center,,,research_institute,32.2996,-90.8643,United States,US
http://www.wikidata.org/entity/Q1345879,Envihab,,,research_institute,50.85258333,7.12961111,Germany,DE
http://www.wikidata.org/entity/Q5409765,Eunice Kennedy Shriver National Institute of Child Health and Human Development,مؤسسه ملی بهداشت کودکان و توسعه انسانی ایالات متحده; مؤسسهٔ ملی بهداشت کودکان و توسعهٔ انسانی ایالات متحدهٔ آمریکا; مؤسسه ملی بهداشت کودکان و توسعه انسانی ایالات متحده امریکا; موسسه ملی بهداشت کودکان و توسعه انسانی ایالات متحده آمریکا,,research_institute,39.003333333333,-77.104444444444,United States,US
http://www.wikidata.org/entity/Q1341845,European Bioinformatics Institute,EBI; EBI; European Bioinformatics Institute; Instituto Europeo de Bioinformatica; European Bioinformatics Institute; Institut europeen de bio-informatique; Institut Européen de Bioinformatique; Istituto europeo di bioinformatica; Europese Bioinformatica Instituut; EMBL-EBI,,research_institute,52.079889,0.186356,United Kingdom,GB
http://www.wikidata.org/entity/Q1376914,European Research Center for Information Systems,ERCIS,,research_institute,51.97593056,7.60180556,Germany,DE
http://www.wikidata.org/entity/Q151991,European Southern Observatory,ايسو; ESO; ESO; European Southern Observatory; European Southern Observatory; ESO; Europäische Organisation für astronomische Forschung in der südlichen Hemisphäre; European Southern Observatory; ESO; European Southern Observatory; European Southern Observatory; Observatorio Austral Europeo; Observatorio del Sur Europeo; Observatorio Europeo Austral; رصدخانهٔ جنوبی اروپا; ESO; European Southern Observatory; Observatoire europeen austral; ESO; European Southern Observatory; European Southern Observatory; ESO; ヨーロッパ南天文台; 欧州南天天文台; ESO; 유럽 남반구 천문대; 유럽 남천문대; 유럽남부천문대; 유럽남천문대; Europäesche Südobservatoire; ESO; European Southern Observatory; European Southern Observatory; Det europeiske sydobservatorium; Det sørlege europeiske observatoriet; ESO; European Southern Observatory; ESO; European Southern Observatory; ESO; European southern observatory; European Organisation for Astronomical Research in the Southern Hemisphere; European Southern Observatory; ESO; European Organisation for Astronomical Research in the Southern Hemisphere; European Southern Observatory; ESO; ESO; European Southern Observatory; European Organisation for Astronomical Research in the Southern Hemisphere; European Southern Observatory; ESO; European Southern Observatory; หอดูดาวยุโรปใต้; European Southern Observatory; ESO; Đài quan sát Nam Âu; ESO; ESO; 南歐天文台; 欧南台; 欧洲南天天文台; 歐洲南天天文台; 歐洲南天文台; The European Southern Observatory，ESO; ESO; ЕСО,0000 0001 2364 4835,research_institute,48.259722222222,11.671111111111,Germany,DE
http://www.wikidata.org/entity/Q1378099,European University Institute,European University Institute; IUE; EUI; European University Institute; EUI; European University Institute; Institut universitaire européen; European University Institute; ヨーロッパ大学院; Europees Universitair Instituut; Europeese Universitair Instituut; Instituto Universitário Europeu de Florença,,research_institute,43.802778,11.282778,Italy,IT
http://www.wikidata.org/entity/Q5428602,Facility for Antiproton and Ion Research,FAIR; FAIR; FAIR,,research_institute,49.93138889,8.67916667,Germany,DE
http://www.wikidata.org/entity/Q5428892,"Faculty of Aerospace Engineering, Delft University of Technology",,,research_institute,51.98985,4.375411,Netherlands,NL
http://www.wikidata.org/entity/Q429970,"Faculty of Medicine, Chulalongkorn University",MDCU; แพทย์ จุฬาฯ; MedCU; หมอ จุฬาฯ; MD Chula,,research_institute,13.733555555556,100.53625,Thailand,TH
http://www.wikidata.org/entity/Q1005991,Federal Agricultural Research Centre,,,research_institute,52.2917,10.4408,Germany,DE
http://www.wikidata.org/entity/Q1405041,Ferdinand-Braun-Institut,FBH-Berlin; Ferdinand Braun Institut; Ferdinand-Braun-Institut; Ferdinand-Braun-Institut für Höchstfrequenztechnik,,research_institute,52.4286,13.5338,Germany,DE
